intertidal_sitename,site_code,survey_rep,year,month,day,section,transect,location,radius_mm,disease_category,final_classification,count
Fogarty Creek,6,6,2016,7,19,2,23.5,43,NA,0,leptasterias spp,9
Fogarty Creek,6,6,2016,7,19,2,23.5,43,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,43.5,NA,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,23.5,43.5,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,44,NA,0,leptasterias spp,8
Fogarty Creek,6,6,2016,7,19,2,23.5,44,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,44,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,44.5,15,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,23.5,44.5,NA,0,leptasterias spp,12
Fogarty Creek,6,6,2016,7,19,2,23.5,44.5,25,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,44.5,100,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,45,NA,0,leptasterias spp,7
Fogarty Creek,6,6,2016,7,19,2,23.5,45,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,45,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,45.5,NA,0,leptasterias spp,5
Fogarty Creek,6,6,2016,7,19,2,23.5,46,NA,0,leptasterias spp,12
Fogarty Creek,6,6,2016,7,19,2,23.5,46,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,46,50,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,23.5,46.5,NA,0,leptasterias spp,14
Fogarty Creek,6,6,2016,7,19,2,23.5,46.5,50,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,47,10,0,henricia spp,1
Fogarty Creek,6,6,2016,7,19,2,23.5,47,NA,0,leptasterias spp,20
Fogarty Creek,6,6,2016,7,19,2,23.5,47,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,47.5,NA,0,leptasterias spp,15
Fogarty Creek,6,6,2016,7,19,2,23.5,47.5,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,47.5,40,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,23.5,48,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,48.5,5,0,leptasterias spp,4
Fogarty Creek,6,6,2016,7,19,2,23.5,48.5,10,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,23.5,48.5,10,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,49.5,5,0,leptasterias spp,6
Fogarty Creek,6,6,2016,7,19,2,23.5,50,5,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,23.5,50.5,35,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,51,5,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,23.5,51,10,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,23.5,52,60,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,52,70,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,52.5,70,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,53,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,54,5,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,23.5,54.5,5,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,23.5,54.5,70,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,55,3,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,23.5,55,4,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,23.5,55,13,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,55,47,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,56.5,35,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,59.5,3,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,23.5,60,3,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,23.5,62,4,0,leptasterias spp,9
Fogarty Creek,6,6,2016,7,19,2,23.5,62,5,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,23.5,62,8,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,23.5,62.5,45,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,27,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,29,NA,0,henricia spp,1
Fogarty Creek,6,6,2016,7,19,2,27,33,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,34,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,27,34.5,30,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,27,36,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,36.5,NA,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,37,NA,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,27,37,10,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,37,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,37.5,NA,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,38,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,39,NA,0,leptasterias spp,7
Fogarty Creek,6,6,2016,7,19,2,27,39,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,39.5,NA,0,leptasterias spp,5
Fogarty Creek,6,6,2016,7,19,2,27,39.5,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,39.5,50,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,40,NA,0,leptasterias spp,11
Fogarty Creek,6,6,2016,7,19,2,27,40,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,40.5,NA,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,41,NA,0,leptasterias spp,7
Fogarty Creek,6,6,2016,7,19,2,27,41,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,41,60,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,41.5,NA,0,leptasterias spp,9
Fogarty Creek,6,6,2016,7,19,2,27,41.5,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,41.5,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,42,NA,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,42.5,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,27,43,NA,0,leptasterias spp,12
Fogarty Creek,6,6,2016,7,19,2,27,43,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,43.5,NA,0,henricia spp,1
Fogarty Creek,6,6,2016,7,19,2,27,43.5,NA,0,leptasterias spp,36
Fogarty Creek,6,6,2016,7,19,2,27,43.5,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,43.5,50,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,27,43.5,70,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,44,NA,0,leptasterias spp,9
Fogarty Creek,6,6,2016,7,19,2,27,44,20,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,27,44.5,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,27,45,NA,0,leptasterias spp,15
Fogarty Creek,6,6,2016,7,19,2,27,45,10,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,45,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,45,60,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,45.5,NA,0,leptasterias spp,19
Fogarty Creek,6,6,2016,7,19,2,27,46,NA,0,leptasterias spp,20
Fogarty Creek,6,6,2016,7,19,2,27,46,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,46.5,NA,0,leptasterias spp,16
Fogarty Creek,6,6,2016,7,19,2,27,46.5,20,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,27,47,NA,0,leptasterias spp,23
Fogarty Creek,6,6,2016,7,19,2,27,47,20,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,27,47,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,47.5,NA,0,leptasterias spp,15
Fogarty Creek,6,6,2016,7,19,2,27,47.5,20,0,pisaster ochraceus,3
Fogarty Creek,6,6,2016,7,19,2,27,48,NA,0,leptasterias spp,10
Fogarty Creek,6,6,2016,7,19,2,27,48,30,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,27,48.5,NA,0,leptasterias spp,9
Fogarty Creek,6,6,2016,7,19,2,27,48.5,30,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,27,48.5,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,48.5,50,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,48.5,60,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,49.5,NA,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,27,50,10,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,27,50,NA,0,leptasterias spp,6
Fogarty Creek,6,6,2016,7,19,2,27,50,50,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,50,60,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,51,10,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,52,25,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,53,5,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,27,53,10,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,53,50,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,53,70,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,55.5,5,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,27,55.5,10,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,27,57,5,0,leptasterias spp,5
Fogarty Creek,6,6,2016,7,19,2,27,57,10,0,leptasterias spp,8
Fogarty Creek,6,6,2016,7,19,2,27,57,20,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,27,57,45,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,57.5,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,58,5,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,27,58,10,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,58,25,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,59,3,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,59,5,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,60,5,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,27,60,10,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,27,60.5,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,63,20,0,evasterias troschelii,1
Fogarty Creek,6,6,2016,7,19,2,27,63,5,0,leptasterias spp,5
Fogarty Creek,6,6,2016,7,19,2,27,63,10,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,27,63,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,63,85,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,63,95,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,27,64.5,10,0,evasterias troschelii,1
Fogarty Creek,6,6,2016,7,19,2,30,31,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,33.5,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,30,37.5,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,38.5,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,30,41,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,41.5,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,30,42,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,42,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,42.5,20,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,43,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,30,43.5,NA,0,leptasterias spp,6
Fogarty Creek,6,6,2016,7,19,2,30,44,NA,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,30,45,NA,0,leptasterias spp,7
Fogarty Creek,6,6,2016,7,19,2,30,45,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,45,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,45.5,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,45.5,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,45.5,70,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,46,NA,0,leptasterias spp,3
Fogarty Creek,6,6,2016,7,19,2,30,46,50,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,46,70,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,46.5,NA,0,leptasterias spp,17
Fogarty Creek,6,6,2016,7,19,2,30,46.5,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,47,NA,0,leptasterias spp,14
Fogarty Creek,6,6,2016,7,19,2,30,47,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,47.5,NA,0,leptasterias spp,10
Fogarty Creek,6,6,2016,7,19,2,30,47.5,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,48,NA,0,leptasterias spp,11
Fogarty Creek,6,6,2016,7,19,2,30,48,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,48.5,NA,0,leptasterias spp,6
Fogarty Creek,6,6,2016,7,19,2,30,48.5,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,48.5,50,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,48.5,60,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,48.5,115,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,49,NA,0,leptasterias spp,9
Fogarty Creek,6,6,2016,7,19,2,30,49.5,NA,0,henricia spp,1
Fogarty Creek,6,6,2016,7,19,2,30,49.5,NA,0,leptasterias spp,8
Fogarty Creek,6,6,2016,7,19,2,30,49.5,50,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,50,40,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,50.5,200,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,52,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,52,60,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,52.5,NA,0,leptasterias spp,4
Fogarty Creek,6,6,2016,7,19,2,30,52.5,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,52.5,60,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,53,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,30,54,NA,0,leptasterias spp,1
Fogarty Creek,6,6,2016,7,19,2,30,54.5,NA,0,leptasterias spp,6
Fogarty Creek,6,6,2016,7,19,2,30,54.5,30,0,pisaster ochraceus,2
Fogarty Creek,6,6,2016,7,19,2,30,55,30,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,56,3,0,leptasterias spp,2
Fogarty Creek,6,6,2016,7,19,2,30,58,25,0,pisaster ochraceus,1
Fogarty Creek,6,6,2016,7,19,2,30,58,35,0,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,0,21,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,0,24.5,110,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,0,43,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,0,48,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,0,49,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,3,13,30,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,1,3,13,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,3,15,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,3,20,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,3,21,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,3,22.5,100,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,6,43.5,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,6,45,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,6,46.5,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,13,30,healthy,pisaster ochraceus,6
Fogarty Creek,6,7,2019,7,4,1,9,13,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,13,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,13,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,13,70,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,1,9,13,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,13,120,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,16,30,healthy,pisaster ochraceus,3
Fogarty Creek,6,7,2019,7,4,1,9,16,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,16,50,healthy,pisaster ochraceus,4
Fogarty Creek,6,7,2019,7,4,1,9,16,60,healthy,pisaster ochraceus,4
Fogarty Creek,6,7,2019,7,4,1,9,16,70,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,1,9,16,90,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,16,100,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,17,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,9,17,90,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,28.5,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,28.5,90,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,30,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,45.5,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,45.5,50,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,1,12,45.5,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,46,50,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,1,12,46,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,55.5,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,56.5,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,56.5,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,57,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,57.5,50,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,1,12,57.5,90,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,58,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,58,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,59.5,80,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,1,12,60,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,60.5,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,61,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,62,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,1,12,62.5,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,24.5,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,44,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,45,170,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,46,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,49,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,51,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,53,90,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,57,60,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,2,15,57,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,58,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,60,50,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,2,15,60,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,15,60.5,70,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,2,18,35,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,36.5,100,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,37,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,37,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,37.5,30,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,2,18,37.5,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,39,30,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,2,18,39,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,55.5,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,55.5,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,57,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,59,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,59,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,59,100,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,59.5,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,59.5,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,60,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,60.5,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,61.5,30,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,61.5,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,61.5,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,62,90,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,63,40,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,18,64,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,56,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,57.5,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,58,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,58,140,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,58.5,130,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,60.5,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,61,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,61,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,61,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,61,100,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,2,21,62,100,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,63,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,63,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,21,63,90,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,30.5,120,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,31.5,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,34,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,34,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,38.5,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,40,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,46,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,53,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,53,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,54,80,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,56,50,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,23.5,56.5,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,27,31.5,30,healthy,henricia spp,1
Fogarty Creek,6,7,2019,7,4,2,27,42,70,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,27,53,40,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,2,27,53,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,27,54,50,healthy,pisaster ochraceus,2
Fogarty Creek,6,7,2019,7,4,2,27,54.5,60,healthy,pisaster ochraceus,1
Fogarty Creek,6,7,2019,7,4,2,27,55,60,healthy,pisaster ochraceus,1
